Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc
1,1.7641403700088287,0.20719929039478302,1.8408430099487305,0.1794871836900711
2,1.4361304636601802,0.3669885993003845,1.43582124710083,0.3076923191547394
3,1.0320695263522488,0.4934152662754059,1.0489135384559631,0.4615384638309479
4,1.0886035778305747,0.5127304792404175,1.0608956694602967,0.4871794879436493
5,0.7780877318415609,0.6540825366973877,1.7113749980926514,0.38461539149284363
6,0.6797749952419655,0.6760315895080566,0.8925311267375946,0.5897436141967773
7,0.6152985726411526,0.7102721929550171,1.0391637802124023,0.4871794879436493
8,1.5323524297950986,0.4029850661754608,1.1631744146347045,0.43589743971824646
9,1.2167730639864516,0.40825286507606506,1.3411672830581665,0.28205129504203796
10,1.0474173047325828,0.47058823704719543,1.6092360258102416,0.43589743971824646
11,0.7284554207658435,0.6575943827629089,0.6937054038047791,0.7692307829856873
12,0.6610798706541529,0.6865671873092651,0.7829784393310547,0.5641025900840759
13,0.5502291992827729,0.7427567839622498,0.8859718263149261,0.5384615659713745
14,0.7478440102788951,0.6672520041465759,1.0440453171730042,0.4871794879436493
15,0.5519552525732067,0.732221245765686,0.8853073686361312,0.5897436141967773
16,0.554924132185174,0.7287093997001648,0.8870915532112121,0.5384615659713745
17,0.5878849330690358,0.7120280861854553,0.6958048701286316,0.5641025900840759
18,0.4213502361224248,0.7980684638023376,0.8625290136784315,0.6410256624221802
19,0.4496366406654145,0.7787532806396484,0.7851236283779144,0.6153846383094788
20,0.4001918419466152,0.7866549491882324,0.981047910451889,0.6410256624221802
21,0.5749889708586506,0.7436347603797913,0.7856745004653931,0.7179487347602844
22,0.4417990612295958,0.8007023930549622,0.7288488682359457,0.6410256624221802
23,0.36215821090903316,0.8191395998001099,0.7741490665823221,0.6410256624221802
24,0.3532823898367115,0.8287971615791321,1.069035816192627,0.6153846383094788
25,0.46310129964893515,0.7963125705718994,0.6562143124639988,0.6666666865348816
26,0.3337147958654832,0.8314310908317566,0.6533034505322576,0.6666666865348816
27,0.2806829715577456,0.868305504322052,0.7605655789375305,0.6666666865348816
28,0.2681441716719549,0.8814749717712402,0.852884066849947,0.7179487347602844
29,0.2579839531775121,0.887620747089386,0.7894926786422729,0.692307710647583
30,0.3740202949310725,0.8533801436424255,0.7159320116043091,0.6410256624221802
31,0.29348256772423126,0.8805969953536987,0.8207144182175398,0.6666666865348816
32,0.2702732981488734,0.893766462802887,0.7193863310851156,0.692307710647583
33,0.23550319570683306,0.8964003324508667,0.990186071395874,0.5897436141967773
34,0.336979004899626,0.8744512796401978,0.79243192858994,0.6666666865348816
35,0.232734063431829,0.9130816459655762,0.8748251676559449,0.6666666865348816
36,0.3402065124909778,0.8770851492881775,0.8256635725498199,0.7179487347602844
37,0.22956345437446257,0.9148375988006592,0.9008024036884308,0.7435897588729858
38,0.2031067416781781,0.9201053380966187,0.8306860223412513,0.7435897588729858
39,0.1496111509500892,0.9525899887084961,0.8858525946736335,0.7692307829856873
40,0.20092419844277046,0.9306409358978271,0.7449545552954078,0.7435897588729858
41,0.18019003422696378,0.9288849830627441,1.0114857614040376,0.692307710647583
42,0.3555134957903749,0.8884986639022827,1.0125426650047302,0.6666666865348816
43,0.25638571705903623,0.9148375988006592,0.9306982945650816,0.7179487347602844
44,0.15131343755271884,0.9508340358734131,0.9390293782576918,0.7435897588729858
45,0.13301651395362366,0.9587357044219971,0.9354965100064874,0.7435897588729858
46,0.11582108641733656,0.9648814797401428,0.9668058425188064,0.7435897588729858
